SID,Location,Replicate,Plot,Clone,Species,Gender,HEMI,CELL,LIG,ASH,SPGR,HT,SNo,Total diam (mm),SDIA,SA,IL,LFA,LFWT,SLA,LMA,LFL,LFW,LFP,Leaf Factor,Leaf Aspect Ratio,Conductance Temp °C,gs,AugSPAD,SeptSPAD
YR1_Portland_R3_P315,Portland,3,315,00-01-009,S. purpurea,F,18.07,40.40,28.04,1.49,0.43,2.24,28,180,6.43,10.27,10.00,8.43,0.0569,148.15,0.0067,6.77,1.53,22,4.43,0.22,30.0,714.0,23.0,49.1
YR1_Portland_R4_P496,Portland,4,496,00-01-009,S. purpurea,F,16.37,32.75,33.52,1.93,0.51,2.34,31,268,8.65,19.98,7.25,5.66,0.0438,129.22,0.0077,5.14,1.36,11.22,3.78,0.56,30.9,443.4,34.7,36.4
YR1_Portland_R5_P602,Portland,5,602,00-01-009,S. purpurea,F,NA,NA,NA,NA,NA,2.01,11,79,7.18,4.77,9.00,7.37,0.0536,137.50,0.0073,6.3,1.42,13.24,4.43,0.53,31.7,824.9,51.2,44.1
YR1_Portland_R6_P661,Portland,6,661,00-01-009,S. purpurea,F,NA,NA,NA,NA,NA,2.20,18,137,7.61,8.76,10.00,9.59,0.0784,122.32,0.0082,6.82,1.77,15.17,3.86,0.52,32.4,482.3,51.5,45.8
YR1_WVU_R1_P64,WVU,1,64,00-01-009,S. purpurea,F,19.17,39.59,27.38,1.71,0.48,2.11,25,230,9.20,17.03,10.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2,632.6,57.9,NA
YR1_WVU_R2_P240,WVU,2,240,00-01-009,S. purpurea,F,16.59,34.25,31.08,2.50,0.43,1.64,2,10,5.00,0.79,8.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9,767.7,58.5,NA
YR1_WVU_R3_P352,WVU,3,352,00-01-009,S. purpurea,F,17.97,37.37,28.38,2.23,0.45,2.85,31,298,9.61,23.77,11.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.0,577.0,56.9,NA
YR1_WVU_R4_P501,WVU,4,501,00-01-009,S. purpurea,F,18.41,40.22,27.86,1.94,0.51,2.95,13,98,7.54,6.11,10.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,304.0,51.3,NA
YR1_WVU_R5_P541,WVU,5,541,00-01-009,S. purpurea,F,NA,NA,NA,NA,NA,0.92,11,51,4.64,2.07,16.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.9,NA
YR1_WVU_R6_P668,WVU,6,668,00-01-009,S. purpurea,F,NA,NA,NA,NA,NA,1.49,10,81,8.10,5.38,13.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7,NA
YR1_Geneva_R1_P47,Geneva,1,47,00-01-004,S. purpurea,F,17.54,36.35,28.80,2.63,0.40,1.81,9,69,7.67,4.48,20.50,5.43,0.0795,68.30,0.0146,5.97,1.16,12.26,5.17,0.45,32.5,904.1,34.3,41.5
YR1_Geneva_R2_P146,Geneva,2,146,00-01-004,S. purpurea,F,17.12,37.48,29.04,2.34,0.40,2.10,21,166,7.90,10.96,10.75,6.09,0.093,65.48,0.0153,5.67,1.41,15.81,4.03,0.31,22.8,527.0,49.4,43.2
YR1_Geneva_R3_P286,Geneva,3,286,00-01-004,S. purpurea,F,17.96,37.24,27.94,2.42,0.32,2.05,24,230,9.58,18.61,25.50,9.24,0.0985,93.81,0.0107,7.23,1.54,15.07,4.69,0.51,27.3,732.7,35.4,32.4
YR1_Geneva_R4_P412,Geneva,4,412,00-01-004,S. purpurea,F,17.51,34.95,29.12,2.94,0.43,1.98,18,166,9.22,12.90,12.50,7.27,0.0784,92.73,0.0108,7.08,1.25,14.7,5.68,0.42,32.7,725.5,46.9,35.3
YR1_Geneva_R5_P524,Geneva,5,524,00-01-004,S. purpurea,F,NA,NA,NA,NA,NA,2.04,17,149,8.76,10.70,12.25,11.49,0.0939,122.36,0.0082,8.03,1.75,17.41,4.59,0.48,25.1,523.9,40.8,42.2
YR1_Geneva_R6_P726,Geneva,6,726,00-01-004,S. purpurea,F,NA,NA,NA,NA,NA,1.67,15,120,8.00,7.92,10.75,8.54,0.0763,111.93,0.0089,6.79,1.63,14.59,4.17,0.5,28.7,826.7,32.0,42.4
YR1_Portland_R1_P87,Portland,1,87,00-01-004,S. purpurea,F,16.32,34.53,31.70,2.53,0.42,0.63,7,32,4.57,1.21,13.50,11.20,0.0799,140.18,0.0071,5.34,2.41,69.9,2.21,0.03,33.2,404.7,28.0,49.9
YR1_Portland_R2_P225,Portland,2,225,00-01-004,S. purpurea,F,17.78,40.14,28.50,1.72,0.61,0.22,4,12,3.00,0.28,5.50,2.39,0.0179,133.52,0.0075,2.77,1.16,11.73,2.39,0.22,25.9,295.5,31.1,48.4
YR1_Portland_R3_P354,Portland,3,354,00-01-004,S. purpurea,F,17.46,39.90,28.90,1.84,0.52,0.62,5,22,4.40,0.90,13.50,4.89,0.039,125.38,0.0080,5.52,1.19,20.77,4.62,0.14,32.7,526.1,43.4,46.3
YR1_Portland_R4_P519,Portland,4,519,00-01-004,S. purpurea,F,17.87,42.22,27.10,1.52,0.52,1.81,13,89,6.85,4.99,21.75,8.26,0.0766,107.83,0.0093,6.79,1.37,14.53,4.96,0.49,28.3,362.0,48.3,51.8
YR1_Portland_R5_P580,Portland,5,580,00-01-004,S. purpurea,F,NA,NA,NA,NA,NA,2.00,11,86,7.82,5.69,23.00,8.14,0.0721,112.90,0.0089,6.51,1.45,14.58,4.49,0.48,32.2,693.7,45.8,46.7
YR1_Portland_R6_P677,Portland,6,677,00-01-004,S. purpurea,F,NA,NA,NA,NA,NA,1.36,6,41,6.83,2.25,21.75,8.14,0.0614,132.57,0.0075,6.98,1.41,14.89,4.94,0.46,32.0,651.6,49.6,44.2
YR1_WVU_R1_P15,WVU,1,15,00-01-004,S. purpurea,F,17.90,37.58,28.13,2.22,0.51,1.22,7,33,4.71,1.28,14.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.8,833.6,52.0,NA
YR1_WVU_R2_P255,WVU,2,255,00-01-004,S. purpurea,F,18.62,39.40,27.53,1.98,0.47,2.07,18,173,9.61,13.83,17.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.0,833.1,63.4,NA
YR1_WVU_R3_P302,WVU,3,302,00-01-004,S. purpurea,F,16.75,34.57,31.04,2.74,0.32,1.77,10,96,9.60,7.54,24.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7,919.6,59.9,NA
YR1_WVU_R4_P415,WVU,4,415,00-01-004,S. purpurea,F,18.64,42.60,25.06,1.28,0.33,1.56,8,49,6.13,2.62,15.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6,247.0,55.5,NA
YR1_WVU_R5_P640,WVU,5,640,00-01-004,S. purpurea,F,NA,NA,NA,NA,NA,1.83,5,16,3.20,0.41,21.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.9,NA
YR1_WVU_R6_P751,WVU,6,751,00-01-004,S. purpurea,F,NA,NA,NA,NA,NA,1.83,6,56,9.33,4.15,18.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0,NA
YR1_Geneva_R1_P51,Geneva,1,51,00-01-003,S. purpurea,F,17.73,38.87,26.63,2.18,0.46,2.31,22,176,8.00,11.61,11.00,5.15,0.0541,95.19,0.0105,6.12,1.08,12.33,5.68,0.43,31.0,875.5,35.3,29.6
YR1_Geneva_R2_P151,Geneva,2,151,00-01-003,S. purpurea,F,17.04,34.46,29.70,2.61,0.40,2.23,39,336,8.62,24.21,13.50,6.05,0.064,94.53,0.0106,6.74,1.16,13.56,5.82,0.41,23.6,536.3,38.6,34.9
YR1_Geneva_R3_P337,Geneva,3,337,00-01-003,S. purpurea,F,17.66,37.44,27.67,2.22,0.58,2.60,38,330,8.68,24.06,12.50,4.93,0.0637,77.39,0.0129,5.41,1.14,11.21,4.75,0.49,26.4,664.3,55.8,30.4
YR1_Geneva_R4_P410,Geneva,4,410,00-01-003,S. purpurea,F,18.09,36.51,27.61,2.20,0.41,2.28,32,252,7.88,16.41,11.25,6.54,0.0731,89.47,0.0112,6.91,1.22,14.06,5.65,0.42,32.9,692.7,40.9,36.8
YR1_Geneva_R5_P587,Geneva,5,587,00-01-003,S. purpurea,F,NA,NA,NA,NA,NA,2.16,29,216,7.45,13.45,10.25,5.29,0.0577,91.68,0.0109,5.89,1.15,12.02,5.11,0.46,35.3,600.9,39.6,37.7
YR1_Geneva_R6_P713,Geneva,6,713,00-01-003,S. purpurea,F,NA,NA,NA,NA,NA,2.33,23,183,7.96,12.01,9.50,5.11,0.0584,87.50,0.0114,6.09,1.03,12.49,5.91,0.41,28.3,485.4,24.0,37.7
YR1_Portland_R1_P73,Portland,1,73,00-01-003,S. purpurea,F,16.93,36.09,30.25,1.98,0.57,1.71,16,124,7.75,7.79,17.75,8.31,0.056,148.39,0.0067,6.86,1.55,64.16,4.42,0.03,32.9,344.2,43.1,44.1
YR1_Portland_R2_P176,Portland,2,176,00-01-003,S. purpurea,F,16.10,31.87,33.71,2.47,0.47,1.74,19,111,5.84,5.32,11.00,4.26,0.0373,114.21,0.0088,5.16,1.08,25.43,4.78,0.08,27.3,289.5,36.7,28.9
YR1_Portland_R3_P355,Portland,3,355,00-01-003,S. purpurea,F,17.79,39.48,28.91,1.29,0.39,1.75,20,113,5.65,5.51,12.75,6.54,0.0417,156.83,0.0064,5.57,1.52,18.66,3.68,0.24,33.3,481.4,49.4,46.4
YR1_Portland_R4_P427,Portland,4,427,00-01-003,S. purpurea,F,18.97,41.02,26.25,1.52,0.41,1.78,16,98,6.13,5.29,15.25,7.61,0.0423,179.91,0.0056,7.01,1.41,27.98,4.98,0.12,30.9,418.2,33.8,38.8
YR1_Portland_R5_P567,Portland,5,567,00-01-003,S. purpurea,F,16.93,36.09,30.25,1.98,0.57,2.17,15,112,7.47,6.93,17.50,7.71,0.0641,120.28,0.0083,6.81,1.34,14.54,5.08,0.46,29.9,841.7,41.0,40.4
YR1_Portland_R6_P652,Portland,6,652,00-01-003,S. purpurea,F,NA,NA,NA,NA,NA,1.88,18,123,6.83,6.97,12.00,3.89,0.0308,126.30,0.0079,5.07,0.94,9.88,5.39,0.5,33.5,650.5,45.1,38.4
YR1_WVU_R1_P44,WVU,1,44,00-01-003,S. purpurea,F,17.97,40.42,27.31,1.94,0.39,2.31,16,115,7.19,6.62,11.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9,690.5,53.5,NA
YR1_WVU_R2_P160,WVU,2,160,00-01-003,S. purpurea,F,16.49,35.33,31.12,2.81,0.39,2.61,39,370,9.49,29.34,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,523.3,57.1,NA
YR1_WVU_R3_P313,WVU,3,313,00-01-003,S. purpurea,F,15.86,31.44,32.31,3.11,0.43,2.48,15,136,9.07,9.91,12.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.8,739.9,60.2,NA
YR1_WVU_R4_P496,WVU,4,496,00-01-003,S. purpurea,F,18.00,39.40,28.27,1.93,0.41,1.55,9,62,6.89,3.63,13.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6,254.6,51.5,NA
YR1_WVU_R5_P604,WVU,5,604,00-01-003,S. purpurea,F,NA,NA,NA,NA,NA,1.18,5,25,5.00,1.26,17.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.2,NA
YR1_WVU_R6_P661,WVU,6,661,00-01-003,S. purpurea,F,NA,NA,NA,NA,NA,2.25,17,135,7.94,8.63,13.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.7,NA
YR1_Geneva_R1_P43,Geneva,1,43,00-01-001,S. purpurea,M,18.65,38.13,26.72,2.15,0.50,2.54,8,54,6.75,3.02,11.25,7.08,0.0954,74.21,0.0135,6.68,1.32,13.82,5.07,0.47,32.8,862.3,48.7,40.2
YR1_Geneva_R2_P240,Geneva,2,240,00-01-001,S. purpurea,M,16.29,38.07,29.20,2.44,0.45,2.05,18,135,7.50,8.33,9.50,8.00,0.065,123.08,0.0081,6.85,1.43,14.01,4.8,0.51,28.1,629.1,42.4,23.1
YR1_Geneva_R3_P368,Geneva,3,368,00-01-001,S. purpurea,M,17.33,37.23,28.38,2.71,0.52,1.79,13,87,6.69,4.85,10.75,7.28,0.0864,84.26,0.0119,7.14,1.3,14.12,5.49,0.46,25.8,534.0,41.8,36.7
YR1_Geneva_R4_P520,Geneva,4,520,00-01-001,S. purpurea,M,17.55,35.75,28.54,2.79,0.54,2.05,14,106,7.57,6.57,10.00,8.66,0.1203,71.99,0.0139,7.84,1.39,16.16,5.65,0.42,30.7,600.8,43.2,29.3
YR1_Geneva_R5_P535,Geneva,5,535,00-01-001,S. purpurea,M,NA,NA,NA,NA,NA,2.30,15,124,8.27,8.36,9.25,6.06,0.0647,93.66,0.0107,6.57,1.15,13.15,5.74,0.44,29.7,395.4,34.1,45.1
YR1_Geneva_R6_P686,Geneva,6,686,00-01-001,S. purpurea,M,NA,NA,NA,NA,NA,2.16,14,121,8.64,8.54,11.00,10.07,0.1093,92.13,0.0109,8.35,1.53,17.29,5.47,0.42,26.5,722.6,37.6,40.3
YR1_Portland_R1_P88,Portland,1,88,00-01-001,S. purpurea,M,17.18,32.39,32.07,2.81,0.43,1.41,12,76,6.33,4.32,10.75,15.63,0.0458,341.27,0.0029,6.93,2.69,120.35,2.57,0.01,33.3,364.0,32.5,38.7
YR1_Portland_R2_P195,Portland,2,195,00-01-001,S. purpurea,M,19.09,39.16,27.97,1.60,0.45,1.41,12,69,5.75,3.29,10.50,9.99,0.059,169.32,0.0059,7.28,1.71,45.98,4.26,0.06,27.4,329.5,33.0,35.7
YR1_Portland_R3_P356,Portland,3,356,00-01-001,S. purpurea,M,18.56,39.75,27.72,1.23,0.41,1.69,11,67,6.09,3.26,12.00,9.79,0.068,143.97,0.0069,7.48,1.75,25.14,4.28,0.19,33.5,566.9,43.9,42.0
YR1_Portland_R4_P516,Portland,4,516,00-01-001,S. purpurea,M,18.34,42.40,27.10,1.12,0.51,1.72,18,103,5.72,5.05,10.50,7.28,0.0628,115.92,0.0086,6.37,1.38,13.52,4.62,0.5,28.6,308.8,53.6,26.2
YR1_Portland_R5_P524,Portland,5,524,00-01-001,S. purpurea,M,NA,NA,NA,NA,NA,1.61,19,123,6.47,6.86,11.50,5.75,0.0468,122.86,0.0081,5.78,1.22,11.28,4.75,0.57,26.9,477.2,48.9,35.2
YR1_Portland_R6_P731,Portland,6,731,00-01-001,S. purpurea,M,NA,NA,NA,NA,NA,1.66,8,52,6.50,2.75,11.00,7.80,0.0673,115.90,0.0086,6.62,1.41,14.24,4.71,0.48,32.5,648.0,46.8,37.9
YR1_WVU_R1_P20,WVU,1,20,00-01-001,S. purpurea,M,16.33,30.41,30.82,4.01,0.31,1.96,12,86,7.17,4.98,17.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4,623.8,51.2,NA
YR1_WVU_R2_P131,WVU,2,131,00-01-001,S. purpurea,M,17.28,35.49,30.04,2.79,0.48,1.58,5,32,6.40,1.63,12.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,670.9,47.9,NA
YR1_WVU_R3_P371,WVU,3,371,00-01-001,S. purpurea,M,18.37,43.14,26.11,1.72,0.37,2.20,9,52,5.78,2.51,11.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,530.5,52.4,NA
YR1_WVU_R4_P448,WVU,4,448,00-01-001,S. purpurea,M,17.72,37.58,29.28,2.88,0.55,2.07,16,99,6.19,5.18,11.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2,223.7,53.0,NA
YR1_WVU_R5_P529,WVU,5,529,00-01-001,S. purpurea,M,NA,NA,NA,NA,NA,0.79,4,11,2.75,0.34,12.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6,NA
YR1_WVU_R6_P777,WVU,6,777,00-01-001,S. purpurea,M,NA,NA,NA,NA,NA,1.59,6,51,8.50,3.46,13.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.2,NA
YR1_Geneva_R1_P33,Geneva,1,33,95058,S. purpurea,M,18.40,38.74,26.40,1.75,0.44,1.97,18,124,6.89,6.93,11.50,4.37,0.0434,100.69,0.0099,5.54,1.05,11.08,5.28,0.45,32.0,879.4,25.9,42.3
YR1_Geneva_R2_P156,Geneva,2,156,95058,S. purpurea,M,18.11,42.53,25.97,1.10,0.43,2.64,44,379,8.61,27.42,11.50,8.70,0.091,95.60,0.0105,7.19,1.56,19.77,4.61,0.28,24.9,582.2,58.3,39.6
YR1_Geneva_R3_P369,Geneva,3,369,95058,S. purpurea,M,17.81,39.42,27.60,1.75,0.47,2.29,28,225,8.04,15.10,10.00,6.95,0.0734,94.69,0.0106,7.02,1.27,14.28,5.55,0.43,26.1,576.3,55.8,38.6
YR1_Geneva_R4_P498,Geneva,4,498,95058,S. purpurea,M,17.33,34.37,30.22,2.05,0.43,2.42,51,410,8.04,27.83,10.50,8.79,0.0715,122.94,0.0081,7.62,1.39,15.74,5.48,0.45,30.0,66.1,46.7,46.5
YR1_Geneva_R5_P596,Geneva,5,596,95058,S. purpurea,M,NA,NA,NA,NA,NA,2.67,40,332,8.30,22.95,7.75,6.32,0.0795,79.50,0.0126,7.02,1.13,14.24,6.2,0.39,31.1,685.9,49.5,45.5
YR1_Geneva_R6_P654,Geneva,6,654,95058,S. purpurea,M,NA,NA,NA,NA,NA,2.18,21,178,8.48,12.66,10.00,10.27,0.0614,167.26,0.0060,7.69,1.63,16.64,4.71,0.47,28.8,558.6,36.1,39.9
YR1_Portland_R1_P114,Portland,1,114,95058,S. purpurea,M,19.06,44.10,25.62,1.11,0.56,2.07,13,94,7.23,5.58,12.50,16.02,0.0481,333.06,0.0030,5.83,3.02,46.64,1.93,0.09,32.6,426.6,43.6,40.6
YR1_Portland_R2_P194,Portland,2,194,95058,S. purpurea,M,19.26,42.79,26.49,1.13,0.46,2.18,14,119,8.50,8.16,11.00,7.09,0.0332,213.55,0.0047,7.09,10.09,34.01,0.7,0.08,27.5,305.4,52.0,51.4
YR1_Portland_R3_P371,Portland,3,371,95058,S. purpurea,M,19.17,43.91,26.17,1.02,0.51,1.66,12,87,7.25,5.11,10.00,5.87,0.0799,73.47,0.0136,5.38,1.49,23.1,3.61,0.14,31.0,559.1,56.2,46.0
YR1_Portland_R4_P418,Portland,4,418,95058,S. purpurea,M,16.86,35.53,30.62,2.12,0.46,1.55,13,63,4.85,2.57,10.00,5.92,0.0336,176.19,0.0057,6.62,1.74,24.8,3.81,0.12,31.6,590.4,47.3,41.0
YR1_Portland_R5_P552,Portland,5,552,95058,S. purpurea,M,NA,NA,NA,NA,NA,1.89,25,176,7.04,10.34,11.50,8.49,0.075,113.20,0.0088,7.03,1.46,14.91,4.82,0.48,30.6,709.9,49.3,49.4
YR1_Portland_R6_P666,Portland,6,666,95058,S. purpurea,M,NA,NA,NA,NA,NA,2.28,17,150,8.82,11.04,11.00,7.26,0.0611,118.82,0.0084,7.25,1.22,14.58,5.93,0.43,32.7,742.8,42.0,44.1
YR1_WVU_R1_P52,WVU,1,52,95058,S. purpurea,M,18.59,39.04,27.77,1.55,0.47,1.88,23,173,7.52,10.77,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,579.1,57.8,NA
YR1_WVU_R2_P224,WVU,2,224,95058,S. purpurea,M,16.81,33.57,31.05,3.14,0.46,2.65,35,351,10.03,28.71,14.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1,799.1,62.4,NA
YR1_WVU_R3_P280,WVU,3,280,95058,S. purpurea,M,18.21,43.09,26.88,1.58,0.49,2.21,17,146,8.59,10.46,15.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1,863.5,40.6,NA
YR1_WVU_R4_P429,WVU,4,429,95058,S. purpurea,M,17.45,40.74,27.96,2.13,0.48,1.93,25,202,8.08,13.26,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,167.6,61.7,NA
YR1_WVU_R5_P566,WVU,5,566,95058,S. purpurea,M,NA,NA,NA,NA,NA,1.53,9,61,6.78,3.40,16.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.7,NA
YR1_WVU_R6_P694,WVU,6,694,95058,S. purpurea,M,NA,NA,NA,NA,NA,1.62,7,49,7.00,2.90,16.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2,NA
YR1_Geneva_R1_P102,Geneva,1,102,95026,S. purpurea,F,18.08,38.26,27.40,2.02,0.44,2.70,31,282,9.10,21.05,12.25,7.64,0.1056,72.35,0.0138,7.91,1.16,16.02,6.8,0.37,27.8,742.9,38.0,41.0
YR1_Geneva_R2_P163,Geneva,2,163,95026,S. purpurea,F,18.26,39.82,25.47,2.68,0.41,2.99,31,297,9.58,23.19,10.25,8.87,0.1261,70.34,0.0142,9.52,1.33,18.58,7.18,0.32,25.8,526.0,38.1,40.5
YR1_Geneva_R3_P283,Geneva,3,283,95026,S. purpurea,F,18.24,37.37,27.93,2.30,0.40,2.62,47,342,7.28,20.62,12.25,7.08,0.0833,84.99,0.0118,7.43,1.21,15.22,6.16,0.38,27.6,479.0,37.6,24.6
YR1_Geneva_R4_P445,Geneva,4,445,95026,S. purpurea,F,18.35,41.47,26.00,1.52,0.44,2.95,31,290,9.35,22.53,11.25,10.07,0.1214,82.95,0.0121,8.46,1.37,17.68,6.16,0.4,30.1,602.7,35.9,25.0
YR1_Geneva_R5_P580,Geneva,5,580,95026,S. purpurea,F,NA,NA,NA,NA,NA,2.84,44,449,10.20,38.01,10.00,9.37,0.1244,75.32,0.0133,9.02,1.33,18.02,6.77,0.36,27.6,645.3,39.5,48.9
YR1_Geneva_R6_P762,Geneva,6,762,95026,S. purpurea,F,NA,NA,NA,NA,NA,2.25,37,293,7.92,19.45,9.75,9.07,0.1068,84.93,0.0118,8.32,1.41,16.78,5.91,0.4,25.9,531.8,24.6,34.9
YR1_Portland_R1_P75,Portland,1,75,95026,S. purpurea,F,17.27,37.88,29.12,2.23,0.36,2.07,15,125,8.33,8.47,10.75,11.08,0.074,149.73,0.0067,8.06,1.81,118.68,4.46,0.01,33.6,324.0,43.5,35.6
YR1_Portland_R2_P242,Portland,2,242,95026,S. purpurea,F,18.68,44.42,25.80,1.09,0.38,1.54,8,47,5.88,2.38,14.50,7.83,0.0447,175.17,0.0057,6.57,1.48,24.16,4.44,0.17,24.8,180.6,42.8,43.4
YR1_Portland_R3_P285,Portland,3,285,95026,S. purpurea,F,17.22,37.45,29.72,1.95,0.50,2.06,17,120,7.06,7.40,11.00,9.95,0.0605,164.46,0.0061,9.28,1.53,59.93,6.07,0.03,27.2,357.9,48.4,51.0
YR1_Portland_R4_P520,Portland,4,520,95026,S. purpurea,F,18.41,42.67,26.02,1.12,0.44,2.53,40,368,9.20,28.46,11.00,11.17,0.1019,109.62,0.0091,9.56,1.5,20.1,6.37,0.35,28.2,364.2,51.1,36.5
YR1_Portland_R5_P631,Portland,5,631,95026,S. purpurea,F,NA,NA,NA,NA,NA,2.57,19,146,7.68,9.36,10.25,5.13,0.0421,121.85,0.0082,6.75,1.06,13.42,6.36,0.36,33.4,739.4,51.2,47.2
YR1_Portland_R6_P735,Portland,6,735,95026,S. purpurea,F,NA,NA,NA,NA,NA,2.00,13,88,6.77,4.90,10.50,6.76,0.0622,108.68,0.0092,7.2,1.23,15.16,5.84,0.37,33.2,739.1,42.4,44.9
YR1_WVU_R1_P1,WVU,1,1,95026,S. purpurea,F,16.56,32.87,29.92,3.12,0.45,1.93,17,117,6.88,6.68,19.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.4,516.0,42.3,NA
YR1_WVU_R2_P189,WVU,2,189,95026,S. purpurea,F,17.73,38.16,28.52,2.48,0.50,2.51,29,258,8.90,18.63,12.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8,610.9,55.5,NA
YR1_WVU_R3_P336,WVU,3,336,95026,S. purpurea,F,17.20,38.58,28.08,2.52,0.43,1.87,15,113,7.53,7.01,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6,690.8,53.2,NA
YR1_WVU_R4_P515,WVU,4,515,95026,S. purpurea,F,16.38,36.94,29.40,3.07,0.41,2.13,15,134,8.93,9.64,18.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6,275.3,54.9,NA
YR1_WVU_R5_P552,WVU,5,552,95026,S. purpurea,F,NA,NA,NA,NA,NA,0.40,5,21,4.20,0.71,11.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.9,NA
YR1_WVU_R6_P749,WVU,6,749,95026,S. purpurea,F,NA,NA,NA,NA,NA,2.49,23,212,9.22,17.45,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5,NA
YR1_Geneva_R1_P22,Geneva,1,22,95002,S. purpurea,M,17.36,39.46,27.65,2.91,0.47,1.43,26,144,5.54,6.38,18.00,3.64,0.0572,63.64,0.0157,4.7,0.99,9.74,4.72,0.48,32.4,340.6,52.5,41.0
YR1_Geneva_R2_P192,Geneva,2,192,95002,S. purpurea,M,17.65,37.02,28.84,2.21,0.60,2.08,46,346,7.52,21.52,9.75,9.41,0.0942,99.89,0.0100,8.07,1.49,19.04,5.42,0.33,28.9,794.8,49.9,43.0
YR1_Geneva_R3_P309,Geneva,3,309,95002,S. purpurea,M,17.52,36.11,29.70,2.38,0.44,1.98,42,331,7.88,21.98,25.00,10.16,0.0761,133.51,0.0075,8.41,1.51,17.4,5.58,0.42,26.0,667.0,39.2,34.6
YR1_Geneva_R4_P401,Geneva,4,401,95002,S. purpurea,M,17.05,35.39,30.31,2.73,0.57,1.61,23,191,8.30,13.44,18.50,6.56,0.0795,82.52,0.0121,6.54,1.4,13.5,4.67,0.45,32.7,838.3,41.9,39.3
YR1_Geneva_R5_P650,Geneva,5,650,95002,S. purpurea,M,NA,NA,NA,NA,NA,2.00,36,282,7.83,18.24,11.75,7.53,0.0802,93.89,0.0107,6.71,1.51,13.51,4.43,0.52,33.1,601.0,27.8,26.6
YR1_Geneva_R6_P696,Geneva,6,696,95002,S. purpurea,M,NA,NA,NA,NA,NA,1.96,38,308,8.11,20.44,10.75,7.57,0.0757,100.00,0.0100,6.39,1.46,13.48,4.37,0.52,26.2,539.6,42.4,40.8
YR1_Portland_R1_P49,Portland,1,49,95002,S. purpurea,M,17.65,40.01,28.88,1.73,0.43,1.23,23,121,5.26,5.30,17.50,20.31,0.0351,578.63,0.0017,9.94,2.78,67.05,3.58,0.06,28.5,226.5,52.0,43.3
YR1_Portland_R2_P259,Portland,2,259,95002,S. purpurea,M,17.65,40.13,29.26,1.72,0.49,1.77,49,337,6.88,19.74,16.75,3.81,0.0449,84.86,0.0118,3.27,1.15,19.9,2.86,0.12,25.0,143.1,54.1,38.4
YR1_Portland_R3_P370,Portland,3,370,95002,S. purpurea,M,16.63,34.96,31.75,2.51,0.39,1.51,30,178,5.93,8.86,18.50,6.62,0.0491,134.83,0.0074,6.39,1.37,22.01,4.67,0.17,31.1,484.0,40.6,49.0
YR1_Portland_R4_P472,Portland,4,472,95002,S. purpurea,M,17.26,35.94,30.65,2.20,0.47,1.55,34,193,5.68,9.34,23.50,5.80,0.0548,105.84,0.0094,5.88,1.18,11.76,4.99,0.53,32.3,525.0,47.4,55.6
YR1_Portland_R5_P620,Portland,5,620,95002,S. purpurea,M,NA,NA,NA,NA,NA,1.44,15,64,4.27,2.36,20.75,5.71,0.0395,144.56,0.0069,6.19,1.2,12.49,5.16,0.46,33.7,922.2,36.5,44.7
