SID,Location,Replicate,Plot,Clone,Species,Gender,CDIA,CFOR,VPH,FPH,HEMI,CELL,LIG,ASH,SPGR,HT,Sno,Total diam (mm),SDIA,SA,IL,LFA,LFWT,SLA,LMA,LFL,LFW,LFP,Leaf Factor,Leaf Aspect Ratio,Conductance Temp °C,gs,AugSPAD,SeptSPAD,YLD
YR2_Portland_R2_P242,Portland,2,242,95026,S. purpurea,F,12.5,67.7,NA,NA,17.5278,41.3197,27.4509,1.4308,0.51,2.94,8,75,9.38,6.37,11.00,8.73,0.088,99.20,0.01008,6.78,1.74,42.67,3.89,0.06,30.6,326.7,43.9,49.8,1.47
YR2_Portland_R3_P285,Portland,3,285,95026,S. purpurea,F,23.3,52.6,NA,NA,17.6708,41.4109,27.6426,1.1576,0.48,3.28,15,155,10.33,15.45,15.00,5.28,0.0724,72.93,0.01371,6.53,1.13,13.53,5.76,0.36,26.4,322.7,36.7,33.3,2.37
YR2_Portland_R4_P520,Portland,4,520,95026,S. purpurea,F,35.8,40.4,NA,NA,17.3546,41.9787,27.2644,1.2118,0.46,3.36,36,541,15.03,70.11,15.00,4.91,0.0626,78.43,0.01275,5.15,1.33,11.07,3.88,0.5,29.2,377.1,51.3,40.8,6.54
YR2_Portland_R5_P631,Portland,5,631,95026,S. purpurea,F,24.5,51.2,NA,NA,NA,NA,NA,NA,NA,3.26,18,208,11.56,20.86,11.50,6.5,0.0839,77.47,0.01291,5.91,1.57,13.22,3.77,0.47,30.0,548.4,42.0,39.9,4.40
YR2_Portland_R6_P735,Portland,6,735,95026,S. purpurea,F,11.7,69.0,NA,NA,NA,NA,NA,NA,NA,3.20,17,167,9.82,14.60,14.50,7.71,0.0974,79.16,0.01263,8.21,1.29,14.82,6.38,0.44,27.4,205.0,39.8,34.3,2.71
YR2_WVU_R1_P1,WVU,1,1,95026,S. purpurea,F,18,59.4,102,102,17.3237,42.1975,26.7473,1.5678,0.50,3.30,18,213,11.83,21.62,NA,5.19,0.0763,68.02,0.01470,5.56,1.23,12.1,4.54,0.45,29.6,585.7,NA,38.0,1.50
YR2_WVU_R2_P189,WVU,2,189,95026,S. purpurea,F,39,38.0,102,81,17.5761,41.0839,26.7664,2.2748,0.45,4.24,31,384,12.39,41.20,NA,10,0.1019,98.14,0.01019,7.15,1.69,29.99,4.22,0.14,32.2,539.9,NA,32.5,6.56
YR2_WVU_R3_P336,WVU,3,336,95026,S. purpurea,F,24,51.8,102,74,17.1611,44.0202,26.5830,1.4577,0.47,3.56,18,188,10.44,18.05,NA,5.1,0.0695,73.38,0.01363,5.2,1.37,18.55,3.78,0.19,32.3,339.1,NA,35.6,3.45
YR2_WVU_R4_P515,WVU,4,515,95026,S. purpurea,F,26,49.5,102,81,17.7578,41.0934,26.6132,2.2889,0.53,3.77,18,223,12.39,23.93,NA,13.75,0.1668,82.43,0.01213,8.85,2.02,34.26,4.37,0.15,24.4,229.5,NA,35.6,5.87
YR2_WVU_R5_P552,WVU,5,552,95026,S. purpurea,F,12,68.5,108,108,NA,NA,NA,NA,NA,2.07,15,96,6.40,5.76,NA,10.07,0.0884,113.91,0.00878,8.02,1.62,19.6,4.94,0.33,32.1,633.4,NA,NA,0.81
YR2_WVU_R6_P749,WVU,6,749,95026,S. purpurea,F,25,50.6,108,81,NA,NA,NA,NA,NA,4.23,32,402,12.56,46.98,NA,12.04,0.096,125.42,0.00797,8.96,1.88,18.51,4.78,0.44,30.5,334.5,NA,NA,8.97
YR2_Geneva_R1_P22,Geneva,1,22,95002,S. purpurea,M,69,23.8,103,91,17.8050,41.5181,27.3851,2.2759,0.60,1.72,45,332,7.38,20.78,9.15,4.03,0.0378,106.61,0.00938,4.61,1.16,9.35,3.98,0.58,29.6,833.9,42.57,43.83,0.72
YR2_Geneva_R2_P192,Geneva,2,192,95002,S. purpurea,M,36.8,39.6,103,91,18.4361,42.7314,25.9193,1.8131,0.52,2.71,49,475,9.69,37.52,17.05,6.81,0.0613,111.09,0.00900,4.41,1.94,17.79,2.27,0.27,28.8,640.6,52.43,38.93,4.54
YR2_Geneva_R3_P309,Geneva,3,309,95002,S. purpurea,M,40.6,36.9,103,91,18.2101,43.7434,26.3515,1.4179,0.50,2.83,40,428,10.70,39.68,9.85,7.82,0.0756,103.44,0.00967,5.94,9.41,17.91,0.63,0.31,26.9,598.9,56.70,40.10,4.30
YR2_Geneva_R4_P401,Geneva,4,401,95002,S. purpurea,M,36.5,39.9,103,103,17.6316,41.6442,27.4372,2.1526,0.49,2.38,29,299,10.31,26.15,17.70,11.83,0.1166,101.46,0.00986,7.38,2.1,16.24,3.52,0.56,27.2,563.6,47.07,44.73,2.27
YR2_Geneva_R5_P650,Geneva,5,650,95002,S. purpurea,M,50.1,31.3,103,103,NA,NA,NA,NA,NA,2.71,40,409,10.23,35.05,8.95,6.45,0.071,90.85,0.01101,6.23,1.28,12.39,4.89,0.53,27.5,514.2,47.37,45.23,3.23
YR2_Geneva_R6_P696,Geneva,6,696,95002,S. purpurea,M,54.7,29.1,103.0,103,NA,NA,NA,NA,NA,2.72,52,586,11.27,57.55,11.55,5.39,0.0731,73.73,0.01356,5.41,1.21,9.86,4.49,0.7,22.6,178.4,40.00,44.50,5.49
YR2_Portland_R1_P49,Portland,1,49,95002,S. purpurea,M,46.3,33.4,NA,NA,16.7096,41.0708,28.8841,1.5139,0.52,2.11,24,154,6.42,8.50,25.50,5.99,0.0479,125.05,0.00800,6.01,1.28,12.11,4.7,0.51,32.0,740.7,59.2,56.2,1.65
YR2_Portland_R2_P259,Portland,2,259,95002,S. purpurea,M,55.0,29.0,NA,NA,16.8643,41.1940,28.5373,1.8370,0.52,2.44,52,469,9.02,35.37,14.50,11.81,0.1114,106.01,0.00943,7.77,1.91,58.51,4.07,0.04,29.8,364.8,56.6,52.4,2.71
YR2_Portland_R3_P370,Portland,3,370,95002,S. purpurea,M,31.0,44.5,NA,NA,17.4405,38.0360,29.8386,1.7164,0.62,2.32,41,320,7.80,20.97,23.00,6.01,0.0633,94.94,0.01053,5.2,1.42,14.77,3.66,0.35,27.3,499.4,43.1,54.2,1.53
YR2_Portland_R4_P472,Portland,4,472,95002,S. purpurea,M,64.3,25.4,NA,NA,17.5940,40.2379,28.7025,1.3193,0.47,2.25,33,309,9.36,24.10,26.00,6.55,0.0635,103.15,0.00969,6.45,1.28,14.1,5.04,0.41,30.2,409.8,53.3,49.2,1.89
YR2_Portland_R5_P620,Portland,5,620,95002,S. purpurea,M,6.9,77.2,NA,NA,NA,NA,NA,NA,NA,2.14,14,103,7.36,6.70,19.50,6.76,0.0658,102.74,0.00973,5.47,1.48,12.81,3.71,0.52,29.2,255.9,55.9,51.8,0.47
YR2_Portland_R6_P656,Portland,6,656,95002,S. purpurea,M,36.3,40.0,NA,NA,NA,NA,NA,NA,NA,2.09,15,118,7.87,8.04,16.00,7.12,0.0703,101.28,0.00987,6.25,1.49,12.94,4.2,0.53,29.6,454.9,53.6,48.7,1.06
YR2_WVU_R1_P88,WVU,1,88,95002,S. purpurea,M,31,44.5,102,74,16.3567,40.7813,28.9369,1.8108,0.49,2.85,35,300,8.57,22.15,NA,16.7,0.1221,136.77,0.00731,9.39,2.16,21.02,4.35,0.47,32.3,675.1,NA,53.5,3.03
YR2_WVU_R2_P182,WVU,2,182,95002,S. purpurea,M,54,29.4,108,57,16.6706,39.6487,28.7494,2.0060,0.52,2.78,33,380,11.52,35.69,NA,9.96,0.1009,98.71,0.01013,6.12,1.98,19.87,3.1,0.32,34.9,613.7,NA,44.5,3.25
YR2_WVU_R3_P291,WVU,3,291,95002,S. purpurea,M,83,20.2,108,74,16.6756,40.8148,28.5290,2.7304,0.50,2.53,36,342,9.50,26.55,NA,8.53,0.0809,105.44,0.00948,6.72,1.55,20.63,4.34,0.25,31.8,768.5,NA,57.0,2.13
YR2_WVU_R4_P480,WVU,4,480,95002,S. purpurea,M,12,68.5,108,74,17.2473,44.2739,26.3092,1.8806,0.54,3.04,22,221,10.05,18.51,NA,14.42,0.1098,131.33,0.00761,9.04,1.91,27.58,4.73,0.24,26.9,298.7,NA,41.6,6.17
YR2_WVU_R5_P629,WVU,5,629,95002,S. purpurea,M,54,29.4,108,74,NA,NA,NA,NA,NA,2.71,7,67,9.57,5.71,NA,17.71,0.1831,96.72,0.01034,9.26,2.32,20.8,4,0.51,32.2,510.0,NA,NA,3.03
YR2_WVU_R6_P678,WVU,6,678,95002,S. purpurea,M,53,29.9,108,74,NA,NA,NA,NA,NA,2.24,21,184,8.76,13.34,NA,11.38,0.1074,105.96,0.00944,8.34,1.73,20.79,4.83,0.33,32.4,877.6,NA,NA,0.90
YR2_Geneva_R1_P89,Geneva,1,89,95001,S. purpurea,F,27.2,48.3,111,103,18.5850,39.2167,27.2405,1.9111,0.46,2.99,24,319,13.29,38.76,11.85,5.5,0.0572,96.15,0.01040,5.99,1.36,12.02,4.4,0.48,30.2,595.0,38.57,30.00,4.08
YR2_Geneva_R2_P227,Geneva,2,227,95001,S. purpurea,F,29.3,46.1,111,103,17.9895,42.5711,26.3383,1.4683,0.43,4.10,24,320,13.33,37.35,9.35,12.18,0.115,105.91,0.00944,8.45,1.98,18.36,4.26,0.45,30.6,517.0,48.87,42.70,4.70
YR2_Geneva_R3_P389,Geneva,3,389,95001,S. purpurea,F,18.2,59.2,111,103,17.0755,40.9104,27.8225,2.2149,0.45,3.50,20,264,13.20,28.56,9.20,7.64,0.074,103.24,0.00969,6.41,1.72,12.65,3.72,0.6,23.2,489.4,42.33,36.73,3.71
YR2_Geneva_R4_P392,Geneva,4,392,95001,S. purpurea,F,23.2,52.7,111,103,17.5470,40.8328,27.4675,2.0123,0.47,2.53,25,222,8.88,18.47,11.00,3.96,0.049,80.82,0.01237,3.85,1.29,8.62,2.99,0.67,24.6,387.6,39.23,36.63,1.98
YR2_Geneva_R5_P638,Geneva,5,638,95001,S. purpurea,F,24.9,50.8,111,103,NA,NA,NA,NA,NA,3.72,25,274,10.96,27.00,9.45,12.1,0.1193,101.42,0.00986,7.92,1.92,17.74,4.13,0.48,29.5,261.3,48.90,36.13,3.83
YR2_Geneva_R6_P685,Geneva,6,685,95001,S. purpurea,F,37.7,39.0,111.0,103,NA,NA,NA,NA,NA,3.78,16,221,13.81,25.99,8.85,9.59,0.0964,99.48,0.01005,7.63,1.65,15.89,4.63,0.48,22.2,192.7,44.03,46.97,4.82
YR2_Portland_R1_P124,Portland,1,124,95001,S. purpurea,F,29.0,46.4,NA,NA,17.6923,42.7743,27.4488,1.0876,0.47,3.34,12,140,11.67,13.59,21.00,11.65,0.1243,93.72,0.01067,7.03,1.98,21.53,3.54,0.32,32.6,686.5,50.4,48.1,1.01
YR2_Portland_R2_P167,Portland,2,167,95001,S. purpurea,F,38.5,38.4,NA,NA,16.3386,38.2114,30.4199,1.6809,0.47,3.15,11,135,12.27,13.88,21.25,9.06,0.086,105.35,0.00949,7.65,1.51,16.04,5.07,0.44,33.0,574.4,44.2,46.0,1.64
YR2_Portland_R3_P383,Portland,3,383,95001,S. purpurea,F,35.5,40.6,NA,NA,17.8538,42.2139,27.1625,1.0099,0.46,3.56,23,314,13.65,36.93,18.25,8.42,0.0848,99.29,0.01007,6.68,1.63,14.59,4.11,0.5,27.2,296.4,40.7,49.4,4.03
YR2_Portland_R4_P399,Portland,4,399,95001,S. purpurea,F,19.3,57.7,NA,NA,16.3885,38.4015,30.2362,2.0205,0.48,3.29,12,142,11.83,14.25,16.00,15.85,0.1501,105.60,0.00947,8.61,2.26,18.86,3.8,0.56,25.7,257.6,58.1,55.9,1.39
YR2_Portland_R5_P522,Portland,5,522,95001,S. purpurea,F,21.1,55.3,NA,NA,NA,NA,NA,NA,NA,3.02,29,340,11.72,33.93,16.50,10.95,0.13,84.23,0.01187,6.44,2.21,14.63,2.91,0.64,28.5,337.8,47.6,41.1,4.91
YR2_Portland_R6_P708,Portland,6,708,95001,S. purpurea,F,17.2,60.6,NA,NA,NA,NA,NA,NA,NA,2.87,10,92,9.20,7.78,16.75,14.96,0.1192,125.50,0.00797,8.65,2.24,17.97,3.85,0.58,27.5,216.8,45.1,52.8,1.76
YR2_WVU_R1_P14,WVU,1,14,95001,S. purpurea,F,27,48.5,108,102,17.0196,42.3704,27.6553,1.6525,0.49,3.64,14,192,13.71,23.95,NA,9.29,0.1216,76.40,0.01309,6.97,1.69,15.55,4.11,0.48,33.3,529.2,NA,40.3,5.88
YR2_WVU_R2_P154,WVU,2,154,95001,S. purpurea,F,36,40.3,115,81,16.2484,41.4561,27.9039,2.1073,0.43,4.30,24,340,14.17,41.75,NA,17.79,0.1863,95.49,0.01047,8.35,2.61,34.78,3.2,0.18,32.2,613.2,NA,46.8,9.35
YR2_WVU_R3_P267,WVU,3,267,95001,S. purpurea,F,68,24.1,115,81,17.9906,41.4816,27.6475,1.3543,0.47,3.41,7,110,15.71,13.84,NA,8.79,0.0858,102.45,0.00976,7.3,1.91,28.93,3.81,0.13,33.3,530.7,NA,37.2,3.96
YR2_WVU_R4_P464,WVU,4,464,95001,S. purpurea,F,40,37.3,108,81,17.9628,42.5715,26.7182,1.1789,0.45,3.88,16,245,15.31,32.00,NA,13.07,0.128,102.11,0.00979,8.49,1.91,31.41,4.45,0.17,26.4,350.6,NA,37.1,2.52
YR2_WVU_R5_P600,WVU,5,600,95001,S. purpurea,F,18,59.4,108,108,NA,NA,NA,NA,NA,1.29,5,34,6.80,1.84,NA,11.89,0.1208,98.43,0.01016,6.21,2.24,18.58,2.77,0.43,32.1,823.6,NA,NA,1.68
YR2_WVU_R6_P680,WVU,6,680,95001,S. purpurea,F,49,31.9,108,81,NA,NA,NA,NA,NA,3.65,25,388,15.52,50.11,NA,7.39,0.0697,106.03,0.00943,6.77,1.36,20.96,4.99,0.21,33.2,413.2,NA,NA,5.28
YR2_Geneva_R1_P86,Geneva,1,86,94015,S. purpurea,F,27.3,48.2,111,103,17.8392,41.4395,27.5697,1.6511,0.49,2.51,32,215,6.72,12.65,19.60,1.15,0.0454,25.33,0.03948,1.74,1,6.51,1.74,0.34,30.1,453.3,45.70,36.57,0.87
YR2_Geneva_R2_P233,Geneva,2,233,94015,S. purpurea,F,26.5,49.0,111,103,17.0895,42.5318,27.1860,1.7239,0.48,3.35,29,271,9.34,22.03,12.55,6.9,0.0753,91.63,0.01091,6.4,1.3,14.24,4.92,0.43,28.3,607.2,41.83,45.07,2.22
YR2_Geneva_R3_P312,Geneva,3,312,94015,S. purpurea,F,31.5,44.1,111,103,17.7264,41.8810,27.3547,1.5279,0.49,3.50,29,269,9.28,21.83,20.65,3.92,0.0671,58.42,0.01712,3.82,1.13,8.07,3.38,0.76,26.9,650.2,41.73,52.57,2.72
YR2_Geneva_R4_P438,Geneva,4,438,94015,S. purpurea,F,35.1,41.0,111,103,17.5199,40.3202,28.4155,1.6515,0.51,3.04,18,195,10.83,18.89,24.35,7.82,0.0688,113.66,0.00880,6.7,1.47,13.79,4.55,0.52,27.5,515.6,43.87,38.90,2.60
YR2_Geneva_R5_P556,Geneva,5,556,94015,S. purpurea,F,36.4,39.9,111,103,NA,NA,NA,NA,NA,2.34,3,15,5.00,0.65,24.85,12.37,0.0702,176.21,0.00568,7.57,1.91,16.6,3.97,0.56,25.6,463.8,40.80,45.37,0.87
YR2_Geneva_R6_P675,Geneva,6,675,94015,S. purpurea,F,27.9,47.5,111,103,NA,NA,NA,NA,NA,2.43,25,190,7.60,12.46,10.35,4.38,0.0545,80.37,0.01244,4.93,1.09,8.88,4.54,0.7,23.4,268.9,58.57,45.33,1.73
YR2_Portland_R1_P115,Portland,1,115,94015,S. purpurea,F,17.4,60.3,NA,NA,17.0223,43.3616,27.3458,1.5911,0.57,3.06,13,150,11.54,14.48,25.50,6.96,0.0828,84.06,0.01190,5.75,4.12,14.57,1.4,0.41,32.7,601.8,45.9,61.1,0.73
YR2_Portland_R2_P175,Portland,2,175,94015,S. purpurea,F,13.0,66.9,NA,NA,16.6001,40.4865,29.5995,1.3825,0.60,2.88,11,105,9.55,8.18,20.50,7.04,0.09,78.22,0.01278,7.38,1.26,15.01,5.86,0.39,33.1,699.6,48.3,51.6,0.97
YR2_Portland_R3_P276,Portland,3,276,94015,S. purpurea,F,32.2,43.4,NA,NA,17.1836,39.9137,29.1278,1.3690,0.55,2.72,15,145,9.67,11.27,23.00,8.24,0.0965,85.39,0.01171,6.87,1.61,14.95,4.26,0.46,25.9,322.2,42.6,53.6,1.34
YR2_Portland_R4_P407,Portland,4,407,94015,S. purpurea,F,14.3,64.9,NA,NA,16.9602,38.0624,30.0472,1.5385,0.45,2.40,5,39,7.80,2.49,32.00,9.92,0.0905,109.61,0.00912,7.31,1.67,15.23,4.36,0.54,26.5,264.8,55.9,50.0,0.37
YR2_Portland_R5_P607,Portland,5,607,94015,S. purpurea,F,9.2,73.2,NA,NA,NA,NA,NA,NA,NA,2.67,10,92,9.20,6.79,24.50,6.39,0.0809,78.99,0.01266,5.03,6.81,12.3,0.74,0.53,30.4,291.9,53.5,44.6,0.61
YR2_Portland_R6_P711,Portland,6,711,94015,S. purpurea,F,22.7,53.3,NA,NA,NA,NA,NA,NA,NA,3.15,13,134,10.31,11.29,22.00,7.05,0.0862,81.79,0.01223,6.89,1.33,13.79,5.17,0.47,27.2,393.9,34.4,46.6,1.71
YR2_WVU_R1_P99,WVU,1,99,94015,S. purpurea,F,12,68.5,115,115,16.4325,36.1866,30.5076,2.4991,0.49,2.26,16,138,8.63,11.33,NA,10.59,0.1494,70.88,0.01411,7.22,1.75,14.79,4.11,0.61,31.4,552.1,NA,53.9,0.86
YR2_WVU_R2_P133,WVU,2,133,94015,S. purpurea,F,19,58.1,115,102,16.3931,39.4501,29.8596,1.8361,0.53,2.03,9,63,7.00,3.75,NA,7.04,0.0845,83.31,0.01200,6.08,1.5,30.06,4.05,0.1,30.6,655.2,NA,36.3,1.59
YR2_WVU_R3_P297,WVU,3,297,94015,S. purpurea,F,6,78.9,115,81,16.6053,40.1420,29.1673,1.6729,0.57,1.84,10,82,8.20,5.50,NA,9.07,0.0927,97.84,0.01022,7.19,1.55,32.07,4.65,0.11,31.9,617.8,NA,44.2,0.86
YR2_WVU_R4_P414,WVU,4,414,94015,S. purpurea,F,55,29.0,115,74,16.3311,40.9015,28.5261,2.1980,0.57,3.57,22,239,10.86,22.42,NA,9.6,0.1178,81.49,0.01227,7.37,1.83,31.49,4.03,0.12,29.4,420.0,NA,44.4,2.94
YR2_WVU_R5_P648,WVU,5,648,94015,S. purpurea,F,34,41.9,108,74,NA,NA,NA,NA,NA,2.85,17,166,9.76,13.27,NA,15.37,0.1718,89.46,0.01118,8.84,2.08,24.29,4.24,0.33,33.0,545.8,NA,NA,2.21
YR2_WVU_R6_P766,WVU,6,766,94015,S. purpurea,F,21,55.4,108,81,NA,NA,NA,NA,NA,3.29,15,153,10.20,13.28,NA,12.44,0.139,89.50,0.01117,8.44,1.92,18.28,4.39,0.47,32.1,674.4,NA,NA,1.72
YR2_Geneva_R1_P59,Geneva,1,59,94014,S. purpurea,F,40.1,37.2,111,103,17.9254,41.4344,27.3685,1.6075,0.53,2.79,18,188,10.44,16.59,7.40,5.03,0.065,77.38,0.01292,5.9,1.14,12.06,5.2,0.43,30.2,396.6,40.87,34.87,1.74
YR2_Geneva_R2_P230,Geneva,2,230,94014,S. purpurea,F,26.2,49.3,111,103,17.7981,43.8459,25.8692,1.3826,0.47,3.67,8,83,10.38,7.96,8.90,6.55,0.072,90.97,0.01099,5.73,1.39,11.82,4.14,0.59,28.9,583.2,45.67,34.50,0.99
YR2_Geneva_R3_P384,Geneva,3,384,94014,S. purpurea,F,22.6,53.4,111,103,18.0810,42.5896,26.9516,1.3980,0.49,3.26,13,111,8.54,9.34,8.15,3.41,0.0528,64.58,0.01548,3.29,1.36,7.02,2.42,0.87,21.5,408.0,44.27,50.27,2.11
YR2_Geneva_R4_P400,Geneva,4,400,94014,S. purpurea,F,49.2,31.8,111,103,17.0800,40.8423,28.2549,1.8949,0.51,3.35,31,333,10.74,32.43,9.20,7,0.0747,93.71,0.01067,6.61,1.37,13.58,4.83,0.48,26.7,297.4,43.90,36.77,2.11
YR2_Geneva_R5_P547,Geneva,5,547,94014,S. purpurea,F,34.6,41.4,111,103,NA,NA,NA,NA,NA,3.51,27,263,9.74,22.11,8.35,5.48,0.0692,79.19,0.01263,5.42,1.28,10.14,4.23,0.67,27.8,522.2,38.20,37.40,2.61
YR2_Geneva_R6_P653,Geneva,6,653,94014,S. purpurea,F,44.2,34.6,111,111,NA,NA,NA,NA,NA,2.40,25,234,9.36,19.43,8.70,5.19,0.0659,78.76,0.01270,4.94,1.29,10.01,3.82,0.65,23.0,102.8,39.27,34.77,1.49
YR2_Portland_R1_P9,Portland,1,9,94014,S. purpurea,F,20.0,56.7,NA,NA,16.8747,41.6090,28.6356,1.4163,0.53,2.48,12,94,7.83,6.72,17.50,8.36,0.0785,106.50,0.00939,7.46,1.42,15.36,5.25,0.45,26.0,500.3,48.0,49.0,1.53
YR2_Portland_R2_P177,Portland,2,177,94014,S. purpurea,F,6.0,78.9,NA,NA,18.2963,38.6598,28.5056,1.1428,0.52,2.55,5,33,6.60,1.97,17.50,4.78,0.048,99.58,0.01004,6.32,0.96,11.76,6.58,0.43,33.4,628.1,39.0,31.3,0.13
YR2_Portland_R3_P331,Portland,3,331,94014,S. purpurea,F,62.0,26.2,NA,NA,18.0864,38.3731,28.7885,1.4220,0.48,2.46,25,190,7.60,12.25,13.50,8.09,0.0921,87.84,0.01138,6.63,1.42,14.71,4.67,0.47,26.7,325.0,43.8,46.0,1.15
YR2_Portland_R4_P425,Portland,4,425,94014,S. purpurea,F,11.3,69.7,NA,NA,20.5035,40.7902,28.2175,1.3137,0.55,2.87,8,75,9.38,6.09,25.50,4.85,0.08,60.63,0.01649,4.47,1.46,10.67,3.06,0.53,29.3,505.4,47.9,37.4,0.89
YR2_Portland_R5_P572,Portland,5,572,94014,S. purpurea,F,27.5,47.9,NA,NA,NA,NA,NA,NA,NA,2.21,6,53,8.83,3.98,15.50,8.1,0.0937,86.45,0.01157,6.82,1.47,13.86,4.64,0.53,30.1,441.4,43.9,44.7,0.64
YR2_Portland_R6_P675,Portland,6,675,94014,S. purpurea,F,16.4,61.7,NA,NA,NA,NA,NA,NA,NA,3.06,9,72,8.00,5.32,12.00,6.77,0.0755,89.67,0.01115,6.7,1.35,13.77,4.97,0.45,29.4,275.7,40.0,51.6,1.02
YR2_WVU_R1_P59,WVU,1,59,94014,S. purpurea,F,3,84.4,115,81,17.6882,43.3376,26.0658,0.9733,0.45,3.29,25,226,9.04,17.86,NA,10.28,0.0833,123.41,0.00810,7.53,1.64,16.45,4.59,0.48,32.5,552.1,NA,47.2,1.40
YR2_WVU_R2_P150,WVU,2,150,94014,S. purpurea,F,3,84.4,115,81,16.7316,41.9519,27.5441,1.4850,0.47,2.91,9,70,7.78,5.20,NA,10.17,0.1123,90.56,0.01104,6.25,1.94,30.46,3.23,0.14,32.3,598.1,NA,42.2,1.49
YR2_WVU_R3_P366,WVU,3,366,94014,S. purpurea,F,23,53.0,115,81,16.7667,39.5054,28.6772,1.4497,0.44,2.72,10,90,9.00,6.85,NA,9.31,0.0983,94.71,0.01056,7.62,1.54,29.87,4.95,0.13,30.5,653.6,NA,45.8,0.70
YR2_WVU_R4_P433,WVU,4,433,94014,S. purpurea,F,12,68.5,115,102,17.4013,43.5330,26.1974,0.9810,0.48,3.03,12,92,7.67,6.36,NA,10.51,0.1001,105.00,0.00952,7.93,1.57,28.45,5.04,0.16,28.2,229.0,NA,39.4,0.96
YR2_WVU_R5_P611,WVU,5,611,94014,S. purpurea,F,49,31.9,108,102,NA,NA,NA,NA,NA,3.17,31,311,10.03,25.96,NA,11.28,0.0918,122.88,0.00814,8.48,1.76,31.91,4.82,0.14,31.6,533.8,NA,NA,2.63
YR2_WVU_R6_P760,WVU,6,760,94014,S. purpurea,F,1,88.1,102,81,NA,NA,NA,NA,NA,0.98,5,26,5.20,1.12,NA,5.74,0.0753,76.23,0.01312,5.43,1.31,11.33,4.14,0.56,32.6,796.3,NA,NA,NA
YR2_Geneva_R1_P88,Geneva,1,88,94013,S. purpurea,F,37.1,39.4,111,103,18.8957,40.7246,27.0040,1.5963,0.47,2.84,22,228,10.36,22.07,7.75,4.33,0.0617,70.18,0.01425,4.27,1.23,8.11,3.48,0.83,30.0,685.7,35.27,36.80,1.61
YR2_Geneva_R2_P176,Geneva,2,176,94013,S. purpurea,F,31.6,44.0,111,103,17.9099,41.6898,26.8730,1.7872,0.47,3.14,26,212,8.15,15.79,8.65,5.14,0.0542,94.83,0.01054,5.57,1.19,10.83,4.67,0.55,30.2,291.0,44.40,29.33,1.99
YR2_Geneva_R3_P334,Geneva,3,334,94013,S. purpurea,F,23.3,52.6,111,103,18.1351,43.1552,26.0438,1.6072,0.50,3.27,15,151,10.07,13.50,6.60,5.27,0.0665,79.25,0.01262,5.29,1.38,11.6,3.83,0.49,25.5,396.7,40.73,45.43,5.09
YR2_Geneva_R4_P467,Geneva,4,467,94013,S. purpurea,F,41.2,36.5,111,103,18.2467,39.8797,27.5432,1.8572,0.48,3.34,21,219,10.43,21.51,9.10,9.68,0.0903,107.20,0.00933,7.74,1.65,16.03,4.68,0.47,30.1,672.6,38.13,39.00,2.11
YR2_Geneva_R5_P548,Geneva,5,548,94013,S. purpurea,F,28.4,47.0,111,103,NA,NA,NA,NA,NA,3.47,23,245,10.65,22.31,8.95,7.98,0.1097,72.74,0.01375,6.4,1.59,14.64,4.03,0.47,27.8,435.2,44.27,39.90,2.98
YR2_Geneva_R6_P668,Geneva,6,668,94013,S. purpurea,F,33.8,42.0,111,103,NA,NA,NA,NA,NA,3.54,20,204,10.20,19.05,8.05,6.07,0.0933,65.06,0.01537,6.79,1.21,12.91,5.63,0.46,23.0,224.5,40.13,29.97,2.11
YR2_Portland_R1_P13,Portland,1,13,94013,S. purpurea,F,19.5,57.4,NA,NA,16.7138,39.2872,29.4595,1.7755,0.50,2.88,7,72,10.29,6.27,11.50,12.41,0.1115,111.30,0.00898,9.09,1.81,19.24,5.03,0.42,27.5,614.2,51.1,41.9,1.14
YR2_Portland_R2_P206,Portland,2,206,94013,S. purpurea,F,29.3,46.1,NA,NA,17.0823,39.4960,29.0967,1.6001,0.51,2.88,11,108,9.82,9.50,26.50,14.35,0.1425,100.70,0.00993,8.77,2.12,68.89,4.14,0.04,33.3,363.4,45.6,52.6,1.01
YR2_Portland_R3_P386,Portland,3,386,94013,S. purpurea,F,33.8,42.0,NA,NA,16.6762,41.9538,28.0418,1.3509,0.50,3.16,15,163,10.87,16.33,21.00,6.97,0.0824,84.59,0.01182,5.91,1.45,12.47,4.07,0.56,27.1,359.0,47.9,48.7,2.79
YR2_Portland_R4_P416,Portland,4,416,94013,S. purpurea,F,13.5,66.1,NA,NA,17.3935,39.4164,29.0617,1.4450,0.55,2.81,3,30,10.00,2.40,21.50,8.96,0.112,80.00,0.01250,6.66,1.66,12.92,4,0.67,28.4,508.7,52.6,43.5,1.14
YR2_Portland_R5_P626,Portland,5,626,94013,S. purpurea,F,40.6,36.9,NA,NA,NA,NA,NA,NA,NA,3.29,21,248,11.81,25.97,20.50,16.65,0.167,99.70,0.01003,11.26,2.04,20.92,5.51,0.48,29.5,423.6,48.6,51.2,1.90
YR2_Portland_R6_P698,Portland,6,698,94013,S. purpurea,F,26.5,49.0,NA,NA,NA,NA,NA,NA,NA,3.01,17,162,9.53,13.41,16.50,12.33,0.1254,98.33,0.01017,8.7,1.89,17.51,4.6,0.51,28.7,290.2,52.2,42.9,1.40
