SID,Location,Replicate,Plot,Clone,Species,Gender,CDIA,CFOR,VPH,FPH,HEMI,CELL,LIG,ASH,SPGR,HT,Sno,Total diam (mm),SDIA,SA,IL,LFA,LFWT,SLA,LMA,LFL,LFW,LFP,Leaf Factor,Leaf Aspect Ratio,Conductance Temp °C,gs,AugSPAD,SeptSPAD,YLD
YR2_WVU_R1_P127,WVU,1,127,94013,S. purpurea,F,33,42.7,115,108,16.8672,41.4316,27.7971,1.4802,0.43,3.23,17,159,9.35,13.33,NA,14.36,0.1423,100.91,0.00991,8.54,2.1,28.7,4.06,0.22,28.5,452.0,NA,43.7,2.10
YR2_WVU_R2_P205,WVU,2,205,94013,S. purpurea,F,62,26.2,115,102,17.7451,42.2153,27.3788,1.3291,0.50,2.98,9,100,11.11,9.36,NA,11.52,0.1151,100.09,0.00999,8.44,1.84,20.76,4.58,0.34,34.7,589.7,NA,43.3,2.57
YR2_WVU_R3_P324,WVU,3,324,94013,S. purpurea,F,64,25.5,115,57,17.3493,41.9715,27.0989,1.4353,0.45,2.90,24,278,11.58,26.56,NA,15.13,0.137,110.44,0.00905,9.03,1.97,28.01,4.58,0.24,30.1,346.9,NA,33.9,1.52
YR2_WVU_R4_P400,WVU,4,400,94013,S. purpurea,F,60,26.9,115,81,17.5543,44.2245,26.1874,1.2648,0.50,2.90,18,188,10.44,16.82,NA,14.68,0.1442,101.80,0.00982,9.41,2.15,36.06,4.38,0.14,30.3,585.6,NA,40.1,1.98
YR2_WVU_R5_P610,WVU,5,610,94013,S. purpurea,F,26,49.5,108,108,NA,NA,NA,NA,NA,3.04,29,298,10.28,25.32,NA,14.78,0.1308,113.00,0.00885,9.39,1.98,20.68,4.75,0.43,31.4,561.3,NA,NA,3.27
YR2_WVU_R6_P667,WVU,6,667,94013,S. purpurea,F,46,33.5,115,108,NA,NA,NA,NA,NA,3.70,36,396,11.00,39.33,NA,12.06,0.1547,77.96,0.01283,7.3,1.95,19.77,3.75,0.39,33.1,692.2,NA,NA,4.08
YR2_Geneva_R1_P116,Geneva,1,116,94012,S. purpurea,F,38.4,38.4,118,103,17.7548,43.2111,26.5350,1.4393,0.52,3.31,25,280,11.20,28.13,6.35,5.64,0.0531,106.21,0.00941,5.27,1.38,11.39,3.81,0.55,29.2,649.8,45.60,38.97,3.56
YR2_Geneva_R2_P155,Geneva,2,155,94012,S. purpurea,F,36,40.3,118,103,17.4370,43.0962,26.8195,1.3930,0.56,3.11,39,338,8.67,25.10,7.70,3.99,0.0365,109.32,0.00915,5.66,0.95,10.4,5.93,0.46,31.5,485.0,41.50,33.43,4.58
YR2_Geneva_R3_P276,Geneva,3,276,94012,S. purpurea,F,42.3,35.8,111,103,17.4333,43.4896,26.8228,1.2322,0.48,3.12,26,275,10.58,24.50,7.15,3.14,0.0436,72.02,0.01389,3.47,1.16,8.04,2.99,0.61,27.8,561.2,36.90,33.53,2.67
YR2_Geneva_R4_P451,Geneva,4,451,94012,S. purpurea,F,45.9,33.6,111,111,16.6672,43.3067,26.7993,1.6348,0.54,3.50,35,503,14.37,62.23,6.95,5.74,0.0611,93.94,0.01064,5.45,1.39,11.11,3.93,0.58,23.1,394.5,45.53,47.07,6.24
YR2_Geneva_R5_P533,Geneva,5,533,94012,S. purpurea,F,33.7,42.1,111,103,NA,NA,NA,NA,NA,3.02,28,245,8.75,18.21,7.15,10.86,0.0763,142.33,0.00703,8.3,1.61,12.72,5.16,0.84,24.6,458.8,42.37,34.33,3.31
YR2_Geneva_R6_P778,Geneva,6,778,94012,S. purpurea,F,32.3,43.3,111.0,111,NA,NA,NA,NA,NA,3.19,32,359,11.22,33.69,7.75,5.94,0.0651,91.24,0.01096,6.01,1.28,11.55,4.71,0.56,23.7,250.1,45.83,40.33,3.69
YR2_Portland_R1_P7,Portland,1,7,94012,S. purpurea,F,24.8,50.9,NA,NA,16.4139,38.6936,30.2352,1.6411,0.53,2.93,14,136,9.71,11.31,14.00,8.12,0.0662,122.66,0.00815,7.68,1.31,12.61,5.88,0.64,25.3,517.2,44.6,47.1,1.17
YR2_Portland_R2_P156,Portland,2,156,94012,S. purpurea,F,17.5,60.1,NA,NA,16.8203,39.1014,29.6559,1.3237,0.56,2.45,10,92,9.20,6.85,27.00,7.23,0.0715,101.12,0.00989,6.18,1.42,13.61,4.34,0.49,33.2,743.7,47.0,49.5,0.91
YR2_Portland_R3_P381,Portland,3,381,94012,S. purpurea,F,30.2,45.3,NA,NA,17.5404,39.4768,28.9217,1.0144,0.50,2.99,21,168,8.00,12.02,15.00,6.39,0.0574,111.32,0.00898,5.99,1.41,11.67,4.25,0.59,27.2,342.1,56.2,47.9,2.20
YR2_Portland_R4_P433,Portland,4,433,94012,S. purpurea,F,32.8,42.9,NA,NA,16.4964,39.6221,30.3304,1.5167,0.57,1.93,9,81,9.00,5.95,12.50,3.76,0.0475,79.16,0.01263,3.56,1.24,6.75,2.88,1.04,29.5,513.4,42.2,43.9,0.65
YR2_Portland_R5_P562,Portland,5,562,94012,S. purpurea,F,35.6,40.6,NA,NA,NA,NA,NA,NA,NA,2.97,15,137,9.13,10.97,10.00,8.49,0.0988,85.93,0.01164,5.66,1.9,13.35,2.98,0.6,30.4,370.2,44.1,41.9,0.78
YR2_Portland_R6_P737,Portland,6,737,94012,S. purpurea,F,17.8,59.7,NA,NA,NA,NA,NA,NA,NA,1.90,7,52,7.43,3.58,14.00,3.38,0.0389,86.89,0.01151,3.15,1.36,6.48,2.32,1.01,27.3,339.8,34.3,32.8,1.04
YR2_WVU_R1_P21,WVU,1,21,94012,S. purpurea,F,22,54.2,115,102,16.3787,42.7592,27.5894,1.4513,0.51,2.98,25,242,9.68,20.61,NA,12.42,0.1371,90.59,0.01104,7.62,2.02,16.39,3.78,0.58,33.5,381.1,NA,44.5,3.86
YR2_WVU_R2_P229,WVU,2,229,94012,S. purpurea,F,17,60.8,115,102,16.7254,42.1829,27.6155,1.4135,0.48,1.83,3,18,6.00,0.90,NA,8.79,0.0669,131.39,0.00761,6.71,1.63,15.44,4.12,0.46,29.3,300.1,NA,44.7,0.25
YR2_WVU_R3_P303,WVU,3,303,94012,S. purpurea,F,27,48.5,115,102,16.7563,42.7453,27.3305,1.5288,0.53,2.87,14,138,9.86,11.18,NA,9.66,0.07,138.00,0.00725,6.78,1.72,30.34,3.95,0.13,32.5,539.6,NA,36.8,1.99
YR2_WVU_R4_P485,WVU,4,485,94012,S. purpurea,F,56,28.6,115,102,17.2893,42.4434,26.6521,1.9564,0.56,2.66,6,63,10.50,5.46,NA,6.95,0.0777,89.45,0.01118,6.35,1.35,18.4,4.69,0.26,27.8,236.2,NA,34.2,4.48
YR2_WVU_R5_P584,WVU,5,584,94012,S. purpurea,F,42,36.0,108,102,NA,NA,NA,NA,NA,3.13,34,317,9.32,24.56,NA,11.44,0.1044,109.58,0.00913,7.5,1.86,22.71,4.03,0.28,31.4,724.2,NA,NA,2.12
YR2_WVU_R6_P763,WVU,6,763,94012,S. purpurea,F,23,53.0,108,102,NA,NA,NA,NA,NA,2.85,12,139,11.58,13.19,NA,8.06,0.0892,90.36,0.01107,6.93,1.48,14.43,4.68,0.49,32.8,719.4,NA,NA,1.74
YR2_Geneva_R1_P21,Geneva,1,21,94011,S. purpurea,F,15.5,63.0,111,103,18.5067,39.8713,26.9270,1.8539,0.48,2.63,19,139,7.32,10.11,7.40,4.21,0.0474,88.82,0.01126,6.04,0.99,11,6.09,0.44,29.4,619.4,39.27,34.70,2.07
YR2_Geneva_R2_P164,Geneva,2,164,94011,S. purpurea,F,31.8,43.8,111,103,18.0799,42.9584,25.7272,1.6002,0.46,4.15,46,434,9.43,37.73,9.95,6.75,0.0603,111.94,0.00893,7.16,1.26,14.38,5.69,0.41,29.6,342.7,38.17,28.80,5.49
YR2_Geneva_R3_P280,Geneva,3,280,94011,S. purpurea,F,16.1,62.2,111,103,17.8027,41.6539,26.8232,1.6947,0.48,3.25,33,287,8.70,22.74,6.50,2.68,0.0467,57.39,0.01743,3.23,0.99,6.39,3.26,0.82,27.6,407.0,40.10,37.87,2.19
YR2_Geneva_R4_P465,Geneva,4,465,94011,S. purpurea,F,28.1,47.3,111,103,17.6889,43.5287,26.1784,1.3449,0.47,3.63,41,364,8.88,30.25,7.75,5.14,0.0485,105.98,0.00944,6,1.17,10.8,5.15,0.55,30.5,721.9,38.10,31.73,2.93
YR2_Geneva_R5_P644,Geneva,5,644,94011,S. purpurea,F,19.2,57.8,111,103,NA,NA,NA,NA,NA,4.28,27,294,10.89,30.61,11.00,8.95,0.0948,94.41,0.01059,7.67,1.47,14.34,5.23,0.55,28.4,167.2,47.53,40.00,5.00
YR2_Geneva_R6_P753,Geneva,6,753,94011,S. purpurea,F,27.9,47.5,111.0,103,NA,NA,NA,NA,NA,3.01,36,307,8.53,24.64,6.65,4.61,0.0535,86.17,0.01161,5.48,1.11,10.61,4.93,0.51,25.6,289.0,42.77,36.90,2.68
YR2_Portland_R1_P17,Portland,1,17,94011,S. purpurea,F,12.4,67.9,NA,NA,16.5791,40.2800,29.1260,1.2900,0.56,2.85,14,95,6.79,6.07,21.50,8.01,0.102,78.53,0.01273,7.18,1.4,14.9,5.14,0.45,28.9,592.4,42.4,46.4,0.98
YR2_Portland_R2_P201,Portland,2,201,94011,S. purpurea,F,14.5,64.6,NA,NA,17.3532,39.0863,28.9825,1.5587,0.70,2.78,11,91,8.27,6.59,31.50,7.22,0.0669,107.92,0.00927,6.63,1.38,40.03,4.8,0.06,33.8,307.7,49.0,37.0,0.61
YR2_Portland_R3_P368,Portland,3,368,94011,S. purpurea,F,10.1,71.7,NA,NA,16.9575,40.6400,28.4772,1.5037,0.56,2.99,20,144,7.20,9.49,23.00,5.42,0.0538,100.74,0.00993,5.66,1.21,12.59,4.66,0.43,27.4,484.6,42.4,53.9,0.86
YR2_Portland_R4_P473,Portland,4,473,94011,S. purpurea,F,18.4,58.9,NA,NA,17.7335,39.4282,29.6321,1.1906,0.65,2.33,31,258,8.32,18.47,18.50,3.53,0.0466,75.75,0.01320,3.82,1.17,8.72,3.27,0.58,30.2,531.1,50.7,53.9,1.34
YR2_Portland_R5_P643,Portland,5,643,94011,S. purpurea,F,38.4,38.4,NA,NA,NA,NA,NA,NA,NA,3.47,21,270,12.86,29.06,20.00,11.27,0.1458,77.30,0.01294,6.91,1.86,15.75,3.71,0.57,30.6,682.4,53.6,49.9,3.30
YR2_Portland_R6_P732,Portland,6,732,94011,S. purpurea,F,8.2,74.9,NA,NA,NA,NA,NA,NA,NA,3.19,8,66,8.25,4.87,17.50,6.66,0.0836,79.67,0.01255,5.97,1.39,12.49,4.29,0.54,27.0,410.2,41.7,43.2,1.83
YR2_WVU_R1_P16,WVU,1,16,94011,S. purpurea,F,11,70.2,115,81,17.3981,41.0070,27.0128,1.5116,0.47,3.12,10,103,10.30,8.73,NA,6.88,0.0888,77.48,0.01291,6.5,1.36,14.01,4.78,0.44,33.9,431.9,NA,47.1,2.73
YR2_WVU_R2_P149,WVU,2,149,94011,S. purpurea,F,24,51.8,115,81,17.3187,42.0165,26.9032,1.2494,0.44,3.71,19,195,10.26,17.74,NA,10.56,0.1074,98.32,0.01017,10.93,1.35,45.3,8.08,0.06,32.7,654.1,NA,36.6,3.79
YR2_WVU_R3_P278,WVU,3,278,94011,S. purpurea,F,8,75.3,115,81,16.4941,42.5451,27.5523,1.9607,0.50,3.75,25,254,10.16,22.48,NA,12.64,0.1095,115.43,0.00866,9.01,1.69,34.7,5.32,0.13,31.6,761.7,NA,36.0,2.37
YR2_WVU_R4_P520,WVU,4,520,94011,S. purpurea,F,4,82.5,115,108,17.2512,38.1825,28.7427,1.8939,0.51,2.12,2,21,10.50,1.83,NA,6.89,0.0759,90.78,0.01102,6.81,1.29,24.12,5.29,0.15,23.6,249.0,NA,NA,0.36
YR2_WVU_R5_P596,WVU,5,596,94011,S. purpurea,F,16,62.3,115,115,NA,NA,NA,NA,NA,2.50,4,26,6.50,1.40,NA,9.3,0.0873,106.53,0.00939,7.45,1.56,21.88,4.79,0.24,32.0,838.4,NA,NA,0.36
YR2_WVU_R6_P671,WVU,6,671,94011,S. purpurea,F,9,73.5,108,81,NA,NA,NA,NA,NA,2.33,12,77,6.42,4.64,NA,13.85,0.0685,202.19,0.00495,8.7,1.96,25.18,4.43,0.27,32.0,447.0,NA,NA,0.59
YR2_Geneva_R1_P103,Geneva,1,103,94009,S. purpurea,M,38.3,38.5,103,103,18.1287,40.7898,26.8629,2.1604,0.47,2.60,36,362,10.06,31.93,5.45,5.21,0.0547,95.25,0.01050,4.39,1.33,15.91,3.3,0.26,28.1,507.0,44.50,33.20,3.30
YR2_Geneva_R2_P217,Geneva,2,217,94009,S. purpurea,M,37,39.5,111,103,18.6254,40.9236,27.4216,1.6904,0.46,2.55,25,202,8.08,14.06,9.10,4.78,0.0495,96.57,0.01036,5.17,1.24,10.57,4.17,0.54,28.4,715.5,36.37,45.07,1.06
YR2_Geneva_R3_P342,Geneva,3,342,94009,S. purpurea,M,39.2,37.9,111,103,18.6496,42.1882,26.7373,1.4034,0.47,3.55,35,385,11.00,36.65,5.65,4.14,0.0598,69.23,0.01444,3.98,1.28,8.89,3.11,0.66,24.9,540.5,41.80,43.97,2.95
YR2_Geneva_R4_P402,Geneva,4,402,94009,S. purpurea,M,33.7,42.1,111,103,18.5136,40.2042,27.7238,1.8007,0.46,3.62,55,580,10.55,57.27,6.80,6.14,0.0657,93.46,0.01070,5.72,1.38,10.9,4.14,0.65,27.8,570.6,40.60,45.80,6.25
YR2_Geneva_R5_P599,Geneva,5,599,94009,S. purpurea,M,35.3,40.8,111,103,NA,NA,NA,NA,NA,3.67,44,388,8.82,31.49,5.95,6.09,0.0713,85.41,0.01171,5.69,1.37,11.79,4.16,0.55,29.7,371.7,42.17,42.70,3.19
YR2_Geneva_R6_P751,Geneva,6,751,94009,S. purpurea,M,45.4,33.9,111.0,103,NA,NA,NA,NA,NA,2.77,40,416,10.40,37.82,6.95,7.32,0.0709,103.24,0.00969,5.71,1.7,12.06,3.35,0.63,26.3,339.7,43.50,39.80,2.36
YR2_Portland_R1_P108,Portland,1,108,94009,S. purpurea,M,52.0,30.4,NA,NA,16.9028,38.4679,30.2441,1.8314,0.54,2.75,20,182,9.10,14.25,20.50,6.37,0.0807,78.93,0.01267,5.44,1.32,16.93,4.14,0.28,33.5,707.1,42.9,44.4,1.35
YR2_Portland_R2_P171,Portland,2,171,94009,S. purpurea,M,33.0,42.7,NA,NA,17.9245,41.1820,27.4370,1.4511,0.54,2.12,12,103,8.58,7.52,15.50,9.4,0.1209,77.75,0.01286,6.53,1.85,13.94,3.53,0.61,32.6,724.7,43.9,40.1,1.01
YR2_Portland_R3_P377,Portland,3,377,94009,S. purpurea,M,19.3,57.7,NA,NA,17.7842,38.6672,29.2164,1.5905,0.48,2.92,16,138,8.63,10.84,18.50,6.75,0.0759,88.93,0.01124,5.79,1.56,12.47,3.72,0.54,26.9,439.8,50.8,47.7,1.57
YR2_Portland_R4_P502,Portland,4,502,94009,S. purpurea,M,18.7,58.5,NA,NA,17.6034,38.7265,29.9251,1.4049,0.54,1.78,3,20,6.67,1.08,14.00,6.07,0.0646,93.96,0.01064,4.89,1.48,10.67,3.3,0.67,30.7,591.5,44.7,46.2,0.11
YR2_Portland_R5_P616,Portland,5,616,94009,S. purpurea,M,74.2,22.3,NA,NA,NA,NA,NA,NA,NA,2.78,31,341,11.00,31.71,21.50,11.74,0.1509,77.80,0.01285,7.9,1.84,17.24,4.3,0.5,29.9,520.3,47.0,52.2,2.13
YR2_Portland_R6_P757,Portland,6,757,94009,S. purpurea,M,24.1,51.7,NA,NA,NA,NA,NA,NA,NA,2.19,11,98,8.91,7.76,12.50,9.87,0.114,86.58,0.01155,6.79,1.84,14.45,3.69,0.59,26.1,363.4,53.9,55.9,0.90
YR2_WVU_R1_P107,WVU,1,107,94009,S. purpurea,M,42,36.0,115,115,15.8702,42.3141,28.5310,1.4196,0.54,2.67,24,217,9.04,17.96,NA,9.66,0.119,81.18,0.01232,6.8,1.8,30.15,3.78,0.13,30.9,689.7,NA,47.3,1.73
YR2_WVU_R2_P190,WVU,2,190,94009,S. purpurea,M,8,75.3,102,81,18.4333,42.8643,26.3978,1.3226,0.46,3.52,22,238,10.82,23.15,NA,13.41,0.1394,96.20,0.01040,7.6,2.22,23.53,3.43,0.3,31.9,575.0,NA,40.4,16.51
YR2_WVU_R3_P282,WVU,3,282,94009,S. purpurea,M,59,27.3,108,74,17.5297,42.2142,27.9897,1.7345,0.50,3.86,44,476,10.82,44.03,NA,14.02,0.1315,106.62,0.00938,8.02,2.34,36.82,3.43,0.13,32.3,626.9,NA,48.5,3.45
YR2_WVU_R4_P405,WVU,4,405,94009,S. purpurea,M,16,62.3,108,74,17.8420,39.6992,29.5829,2.0134,0.48,2.06,16,167,10.44,15.06,NA,11.54,0.1279,90.23,0.01108,7.94,2,36.3,3.97,0.11,30.4,429.0,NA,47.0,1.19
YR2_WVU_R5_P523,WVU,5,523,94009,S. purpurea,M,46,33.5,108,74,NA,NA,NA,NA,NA,3.20,44,423,9.61,34.53,NA,10.43,0.1259,82.84,0.01207,6.97,2.92,33.94,2.39,0.11,29.5,462.2,NA,NA,4.10
YR2_WVU_R6_P719,WVU,6,719,94009,S. purpurea,M,18,59.4,102,81,NA,NA,NA,NA,NA,1.02,1,4,4.00,0.13,NA,6.24,0.1069,58.37,0.01713,7.03,1.22,13.5,5.77,0.43,31.3,478.2,NA,NA,1.94
YR2_Geneva_R1_P32,Geneva,1,32,94006,S. purpurea,F,29,46.4,103,103,19.2501,41.6685,25.9722,1.6012,0.41,3.77,23,227,9.87,20.57,7.20,7.37,0.0854,86.30,0.01159,6.34,1.43,14.36,4.43,0.45,29.1,710.0,41.40,31.93,2.18
YR2_Geneva_R2_P174,Geneva,2,174,94006,S. purpurea,F,30.8,44.7,111,103,18.6149,41.6939,25.8846,1.8166,0.43,4.30,40,357,8.93,29.85,7.80,5,0.0591,84.60,0.01182,5.39,1.14,10.56,4.73,0.56,30.2,338.2,32.07,37.47,3.88
YR2_Geneva_R3_P308,Geneva,3,308,94006,S. purpurea,F,31.8,43.8,111,103,19.8060,42.8301,25.2331,1.1665,0.43,4.42,36,390,10.83,39.58,8.65,6.23,0.0651,95.70,0.01045,5.39,15.83,20.74,0.34,0.18,27.2,540.7,40.53,30.50,5.95
YR2_Geneva_R4_P399,Geneva,4,399,94006,S. purpurea,F,19,58.1,111,103,18.8248,41.6245,26.2489,1.4644,0.41,4.21,29,278,9.59,25.37,7.60,6.9,0.0747,92.37,0.01083,6.2,1.4,13.18,4.43,0.5,26.3,483.3,39.47,38.57,4.25
YR2_Geneva_R5_P641,Geneva,5,641,94006,S. purpurea,F,25.5,50.1,111,103,NA,NA,NA,NA,NA,4.61,23,212,9.22,19.67,8.60,8.56,0.0868,98.62,0.01014,6.7,1.65,13.85,4.06,0.56,28.1,437.8,34.23,20.63,2.06
YR2_Geneva_R6_P768,Geneva,6,768,94006,S. purpurea,F,29.3,46.1,111.0,103,NA,NA,NA,NA,NA,3.92,21,196,9.33,17.66,8.35,8.52,0.0867,98.27,0.01018,7.26,1.57,15.78,4.63,0.43,25.2,288.0,36.97,39.03,2.55
YR2_Portland_R1_P66,Portland,1,66,94006,S. purpurea,F,30.0,45.5,NA,NA,17.6393,43.1590,26.3227,1.1056,0.45,3.61,40,401,10.03,36.37,13.50,7.68,0.0873,87.97,0.01137,6.67,1.43,14.02,4.65,0.49,34.4,486.4,52.7,45.6,4.37
YR2_Portland_R2_P138,Portland,2,138,94006,S. purpurea,F,16.8,61.1,NA,NA,17.8679,42.4763,26.4067,1.1714,0.45,3.93,10,122,12.20,13.52,11.50,11.32,0.1045,108.33,0.00923,9.19,1.61,16.37,5.69,0.53,31.9,808.6,52.9,53.1,1.94
YR2_Portland_R3_P328,Portland,3,328,94006,S. purpurea,F,28.9,46.5,NA,NA,18.3614,40.0146,27.4187,1.5129,0.44,3.82,39,395,10.13,35.90,12.00,7.1,0.0937,75.77,0.01320,5.79,1.52,12.91,3.81,0.54,26.1,265.1,47.4,36.1,4.85
YR2_Portland_R4_P477,Portland,4,477,94006,S. purpurea,F,21.0,55.4,NA,NA,19.0627,41.7544,26.1918,0.9327,0.45,3.90,5,52,10.40,4.98,14.50,5.39,0.076,70.92,0.01410,4.82,1.39,10.27,3.46,0.64,29.4,519.6,47.7,52.1,1.70
YR2_Portland_R5_P560,Portland,5,560,94006,S. purpurea,F,35.7,40.5,NA,NA,NA,NA,NA,NA,NA,4.06,29,319,11.00,31.60,16.50,7.02,0.0966,72.67,0.01376,5.84,1.49,13.19,3.93,0.51,30.1,281.5,47.4,37.2,3.40
YR2_Portland_R6_P703,Portland,6,703,94006,S. purpurea,F,23.2,52.7,NA,NA,NA,NA,NA,NA,NA,3.92,23,231,10.04,21.73,11.00,12.54,0.1381,90.80,0.01101,7.72,2.09,17.72,3.69,0.5,28.2,313.4,51.3,51.2,3.88
YR2_WVU_R1_P80,WVU,1,80,94006,S. purpurea,F,28,47.4,102,81,18.1990,44.3647,24.8728,1.2830,0.47,3.47,13,123,9.46,10.55,NA,12.62,0.1379,91.52,0.01093,8.23,1.88,17.89,4.38,0.5,33.7,637.4,NA,36.4,1.45
YR2_WVU_R2_P213,WVU,2,213,94006,S. purpurea,F,35,41.1,108,81,17.9828,44.7318,25.2362,1.0948,0.45,4.25,30,363,12.10,37.82,NA,10.18,0.1036,98.26,0.01018,7.65,1.62,16.52,4.72,0.47,30.6,533.1,NA,39.2,3.34
YR2_WVU_R3_P368,WVU,3,368,94006,S. purpurea,F,49,31.9,108,57,17.5196,38.0201,29.4814,1.6837,0.42,4.00,24,276,11.50,26.59,NA,9.23,0.1017,90.76,0.01102,7.07,1.73,30.95,4.09,0.12,30.2,448.6,NA,38.4,2.12
YR2_WVU_R4_P469,WVU,4,469,94006,S. purpurea,F,36,40.3,108,81,17.9116,43.9814,25.5718,1.3255,0.45,4.27,18,232,12.89,25.89,NA,9.69,0.1124,86.21,0.01160,6.95,1.77,15.27,3.93,0.52,26.3,237.0,NA,26.4,1.22
YR2_WVU_R5_P617,WVU,5,617,94006,S. purpurea,F,16,62.3,108,81,NA,NA,NA,NA,NA,3.72,20,221,11.05,22.30,NA,13.43,0.1554,86.42,0.01157,9.02,1.9,18.69,4.76,0.48,32.0,577.7,NA,NA,2.00
YR2_WVU_R6_P778,WVU,6,778,94006,S. purpurea,F,59,27.3,108,81,NA,NA,NA,NA,NA,4.05,34,395,11.62,40.14,NA,13.59,0.1589,85.53,0.01169,9.52,1.84,20.12,5.17,0.42,30.3,701.4,NA,NA,5.35
YR2_Geneva_R1_P48,Geneva,1,48,94005,S. purpurea,F,65.4,25.0,103,103,17.4238,39.6588,27.5394,2.7393,0.48,3.49,24,353,14.71,44.12,8.55,6.1,0.0744,81.99,0.01220,5.26,1.53,11.82,3.43,0.55,26.1,614.2,37.10,39.80,3.70
YR2_Geneva_R2_P190,Geneva,2,190,94005,S. purpurea,F,44.5,34.4,111,91,17.7930,41.5158,26.9092,1.9279,0.47,3.99,42,485,11.55,49.86,7.80,6.71,0.0731,91.79,0.01089,5.81,1.58,12.21,3.67,0.57,28.8,509.0,43.10,25.87,8.24
YR2_Geneva_R3_P324,Geneva,3,324,94005,S. purpurea,F,32.4,43.3,103,91,17.5184,42.1299,26.6598,2.1176,0.47,3.59,29,412,14.21,50.23,8.60,9.45,0.0983,96.13,0.01040,6.8,1.74,12.45,3.9,0.77,25.4,496.8,44.87,31.73,3.82
YR2_Geneva_R4_P501,Geneva,4,501,94005,S. purpurea,F,28.9,46.5,103,103,18.4427,42.2696,26.0934,1.5957,0.47,3.61,25,281,11.24,29.57,6.40,7.24,0.0813,89.05,0.01123,6.18,1.76,12.41,3.52,0.59,26.7,647.0,44.27,42.53,4.42
YR2_Geneva_R5_P531,Geneva,5,531,94005,S. purpurea,F,44.7,34.3,111,103,NA,NA,NA,NA,NA,3.88,31,314,10.13,30.41,7.55,8.52,0.0897,94.98,0.01053,6.91,1.72,13.58,4.02,0.58,23.6,422.9,50.57,40.33,5.26
YR2_Geneva_R6_P678,Geneva,6,678,94005,S. purpurea,F,33.2,42.6,103.0,103,NA,NA,NA,NA,NA,3.54,32,396,12.38,46.90,7.25,7.56,0.0852,88.73,0.01127,6.04,1.68,11.99,3.59,0.66,23.7,251.6,47.93,35.47,6.57
YR2_Portland_R1_P121,Portland,1,121,94005,S. purpurea,F,21.6,54.7,NA,NA,17.0890,42.2159,28.1164,1.2886,0.50,3.03,13,117,9.00,9.43,16.75,12.33,0.1315,93.76,0.01067,6.6,25.73,17.76,0.26,0.49,32.3,574.4,47.7,49.1,1.45
YR2_Portland_R2_P135,Portland,2,135,94005,S. purpurea,F,45.9,33.6,NA,NA,16.8241,41.6213,28.0655,1.5669,0.50,2.86,23,268,11.65,25.76,13.00,11.59,0.1368,84.72,0.01180,7.38,2.09,15.82,3.53,0.58,32.1,420.5,35.2,51.1,2.30
YR2_Portland_R3_P369,Portland,3,369,94005,S. purpurea,F,22.0,54.2,NA,NA,17.1273,38.4855,29.6262,1.4727,0.49,2.85,10,102,10.20,9.19,9.25,11.35,0.1197,94.82,0.01055,7.48,2.01,16.61,3.72,0.52,27.4,464.1,49.9,46.9,1.45
YR2_Portland_R4_P403,Portland,4,403,94005,S. purpurea,F,13.7,65.8,NA,NA,16.7797,40.9351,28.0947,1.5705,0.49,3.15,8,117,14.63,14.13,14.50,11.44,0.1356,84.37,0.01185,6.84,2.16,15.34,3.17,0.61,26.7,250.6,41.9,41.2,1.70
YR2_Portland_R5_P615,Portland,5,615,94005,S. purpurea,F,17.8,59.7,NA,NA,NA,NA,NA,NA,NA,2.78,13,142,10.92,13.78,17.50,8.98,0.1166,77.02,0.01298,5.34,2.21,12.77,2.42,0.69,30.2,571.0,39.1,50.5,0.97
YR2_Portland_R6_P710,Portland,6,710,94005,S. purpurea,F,4.1,82.3,NA,NA,NA,NA,NA,NA,NA,1.73,5,33,6.60,1.81,25.50,3.81,0.048,79.38,0.01260,3.23,1.46,7.2,2.21,0.92,27.3,511.9,38.8,44.1,0.36
YR2_WVU_R1_P32,WVU,1,32,94005,S. purpurea,F,22,54.2,115,102,15.9549,40.7638,28.3446,2.8266,0.46,2.85,27,253,9.37,20.84,NA,12.17,0.1411,86.25,0.01159,6.89,2.12,16.07,3.24,0.59,34.3,563.1,NA,34.7,3.81
YR2_WVU_R2_P235,WVU,2,235,94005,S. purpurea,F,10,71.8,115,81,17.6475,40.0528,28.1968,1.3642,0.48,2.61,9,78,8.67,5.56,NA,6.9,0.0743,92.87,0.01077,5.54,1.74,22.07,3.17,0.18,29.2,201.7,NA,49.1,1.31
YR2_WVU_R3_P293,WVU,3,293,94005,S. purpurea,F,29,46.4,108,81,16.9353,40.4026,27.8957,2.2510,0.56,2.54,12,123,10.25,10.72,NA,13.6,0.1242,109.50,0.00913,7.52,2.24,33.83,3.35,0.15,32.6,614.5,NA,43.4,3.09
YR2_WVU_R4_P426,WVU,4,426,94005,S. purpurea,F,71,23.2,115,57,17.5229,41.1858,26.9528,1.3886,0.44,1.99,14,156,11.14,20.48,NA,10.46,0.1202,87.02,0.01149,6.64,2.14,27.07,3.11,0.18,29.2,580.8,NA,45.3,0.95
YR2_WVU_R5_P588,WVU,5,588,94005,S. purpurea,F,10,71.8,108,57,NA,NA,NA,NA,NA,3.50,22,228,10.36,20.22,NA,16.6,0.1631,101.78,0.00983,8.58,2.4,35.41,3.57,0.17,31.4,492.0,NA,NA,2.74
